Date,Open,High,Low,Close,Adj Close,Volume,Company
2022-02-22,164.979996,166.690002,162.149994,164.320007,164.078934,91162800,AAPL
2022-02-23,165.539993,166.149994,159.75,160.070007,159.835175,90009200,AAPL
2022-02-24,152.580002,162.850006,152.0,162.740005,162.501251,141147500,AAPL
2022-02-25,163.839996,165.119995,160.869995,164.850006,164.608154,91974200,AAPL
2022-02-28,163.059998,165.419998,162.429993,165.119995,164.877747,95056600,AAPL
2022-03-01,164.699997,166.600006,161.970001,163.199997,162.960571,83474400,AAPL
2022-03-02,164.389999,167.360001,162.949997,166.559998,166.315643,79724800,AAPL
2022-03-03,168.470001,168.910004,165.550003,166.229996,165.986115,76678400,AAPL
2022-03-04,164.490005,165.550003,162.100006,163.169998,162.930603,83737200,AAPL
2022-03-07,163.360001,165.020004,159.039993,159.300003,159.066299,96418800,AAPL
2022-03-08,158.820007,162.880005,155.800003,157.440002,157.209015,131148300,AAPL
2022-03-09,161.479996,163.410004,159.410004,162.949997,162.710938,91454900,AAPL
2022-03-10,160.199997,160.389999,155.979996,158.520004,158.287445,105342000,AAPL
2022-03-11,158.929993,159.279999,154.5,154.729996,154.502991,96970100,AAPL
2022-03-14,151.449997,154.119995,150.100006,150.619995,150.399017,108732100,AAPL
2022-03-15,150.899994,155.570007,150.380005,155.089996,154.862457,92964300,AAPL
2022-03-16,157.050003,160.0,154.460007,159.589996,159.355865,102300200,AAPL
2022-03-17,158.610001,161.0,157.630005,160.619995,160.384354,75615400,AAPL
2022-03-18,160.509995,164.479996,159.759995,163.979996,163.739426,123511700,AAPL
2022-03-21,163.509995,166.350006,163.009995,165.380005,165.137375,95811400,AAPL
2022-03-22,165.509995,169.419998,164.910004,168.820007,168.572327,81532000,AAPL
2022-03-23,167.990005,172.639999,167.649994,170.210007,169.960297,98062700,AAPL
2022-03-24,171.059998,174.139999,170.210007,174.070007,173.814621,90131400,AAPL
2022-03-25,173.880005,175.279999,172.75,174.720001,174.463669,80546200,AAPL
2022-03-28,172.169998,175.729996,172.0,175.600006,175.342377,90371900,AAPL
2022-03-29,176.690002,179.009995,176.339996,178.960007,178.697449,100589400,AAPL
2022-03-30,178.550003,179.610001,176.699997,177.770004,177.509201,92633200,AAPL
2022-03-31,177.839996,178.029999,174.399994,174.610001,174.353836,103049300,AAPL
2022-04-01,174.029999,174.880005,171.940002,174.309998,174.05426,78751300,AAPL
2022-04-04,174.570007,178.490005,174.440002,178.440002,178.178207,76468400,AAPL
2022-04-05,177.5,178.300003,174.419998,175.059998,174.803162,73401800,AAPL
2022-04-06,172.360001,173.630005,170.130005,171.830002,171.577911,89058800,AAPL
2022-04-07,171.160004,173.360001,169.850006,172.139999,171.887451,77594700,AAPL
2022-04-08,171.779999,171.779999,169.199997,170.089996,169.840454,76575500,AAPL
2022-04-11,168.710007,169.029999,165.5,165.75,165.506821,72246700,AAPL
2022-04-12,168.020004,169.869995,166.639999,167.660004,167.414032,79265200,AAPL
2022-04-13,167.389999,171.039993,166.770004,170.399994,170.149994,70618900,AAPL
2022-04-14,170.619995,171.270004,165.039993,165.289993,165.047501,75329400,AAPL
2022-04-18,163.919998,166.600006,163.570007,165.070007,164.827835,69023900,AAPL
2022-04-19,165.020004,167.820007,163.910004,167.399994,167.154404,67723800,AAPL
2022-04-20,168.759995,168.880005,166.100006,167.229996,166.98465,67929800,AAPL
2022-04-21,168.910004,171.529999,165.910004,166.419998,166.175842,87227800,AAPL
2022-04-22,166.460007,167.869995,161.5,161.789993,161.552628,84882400,AAPL
2022-04-25,161.119995,163.169998,158.460007,162.880005,162.641037,96046400,AAPL
2022-04-26,162.25,162.339996,156.720001,156.800003,156.569962,95623200,AAPL
2022-04-27,155.910004,159.789993,155.380005,156.570007,156.340302,88063200,AAPL
2022-04-28,159.25,164.520004,158.929993,163.639999,163.399918,130216800,AAPL
2022-04-29,161.839996,166.199997,157.25,157.649994,157.418701,131587100,AAPL
2022-05-02,156.710007,158.229996,153.270004,157.960007,157.728256,123055300,AAPL
2022-05-03,158.149994,160.710007,156.320007,159.479996,159.246017,88966500,AAPL
2022-05-04,159.669998,166.479996,159.259995,166.020004,165.776428,108256500,AAPL
2022-05-05,163.850006,164.080002,154.949997,156.770004,156.540009,130525300,AAPL
2022-05-06,156.009995,159.440002,154.179993,157.279999,157.279999,116055700,AAPL
2022-05-09,154.929993,155.830002,151.490005,152.059998,152.059998,131577900,AAPL
2022-05-10,155.520004,156.740005,152.929993,154.509995,154.509995,115366700,AAPL
2022-05-11,153.5,155.449997,145.809998,146.5,146.5,142689800,AAPL
2022-05-12,142.770004,146.199997,138.800003,142.559998,142.559998,182602000,AAPL
2022-05-13,144.589996,148.100006,143.110001,147.110001,147.110001,113787000,AAPL
2022-05-16,145.550003,147.520004,144.179993,145.539993,145.539993,86643800,AAPL
2022-05-17,148.860001,149.770004,146.679993,149.240005,149.240005,78336300,AAPL
2022-05-18,146.850006,147.360001,139.899994,140.820007,140.820007,109364800,AAPL
